#Data tag : 24v1 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
274345:4980,06/03/16 01:37:46,170,HLT_PFJet200_v4,0.000230541,0.000223503
274382:4984,06/03/16 15:37:56,51,HLT_PFJet200_v4,0.000029845,0.000027780
274387:4985,06/03/16 19:10:09,355,HLT_PFJet200_v4,0.000232979,0.000217843
274388:4985,06/03/16 21:32:38,1820,HLT_PFJet200_v4,0.001232619,0.001188785
274420:4988,06/04/16 20:16:58,176,HLT_PFJet200_v4,0.000111060,0.000105052
274421:4988,06/04/16 21:28:04,348,HLT_PFJet200_v4,0.000213655,0.000201608
274422:4988,06/04/16 23:46:51,2207,HLT_PFJet200_v4,0.001966604,0.001908377
274440:4990,06/05/16 19:32:38,406,HLT_PFJet200_v4,0.000007149,0.000006790
274441:4990,06/05/16 22:13:06,437,HLT_PFJet200_v4,0.000008819,0.000008345
274442:4990,06/06/16 01:05:09,752,HLT_PFJet200_v4,0.000021858,0.000021146
274954:5005,06/11/16 09:40:51,21,HLT_PFJet200_v5,0.000015362,0.000012179
274955:5005,06/11/16 09:52:07,91,HLT_PFJet200_v5,0.000063158,0.000060253
274968:5013,06/11/16 22:51:22,1205,HLT_PFJet200_v5,0.000676806,0.000639951
274969:5013,06/12/16 06:41:54,1003,HLT_PFJet200_v5,0.000661554,0.000615333
274970:5013,06/12/16 13:12:54,47,HLT_PFJet200_v5,0.000028816,0.000021684
274971:5013,06/12/16 13:33:30,905,HLT_PFJet200_v5,0.000507977,0.000492296
274998:5017,06/13/16 04:19:30,725,HLT_PFJet200_v5,0.000434589,0.000407595
274999:5017,06/13/16 09:04:45,1252,HLT_PFJet200_v5,0.000809926,0.000775488
275000:5017,06/13/16 17:15:35,140,HLT_PFJet200_v5,0.000084787,0.000079738
275001:5017,06/13/16 18:12:42,2057,HLT_PFJet200_v5,0.001209211,0.001178302
275059:5020,06/14/16 16:49:52,42,HLT_PFJet200_v5,0.000020066,0.000015725
275066:5020,06/14/16 17:45:35,105,HLT_PFJet200_v5,0.000063085,0.000054927
275067:5020,06/14/16 18:28:40,396,HLT_PFJet200_v5,0.000235258,0.000224013
275068:5020,06/14/16 21:05:49,921,HLT_PFJet200_v5,0.000555256,0.000529353
275073:5020,06/15/16 03:32:47,519,HLT_PFJet200_v5,0.000355370,0.000341557
275074:5020,06/15/16 06:56:59,647,HLT_PFJet200_v5,0.000394548,0.000381671
275124:5021,06/15/16 17:50:26,328,HLT_PFJet200_v5,0.000191638,0.000181083
275125:5021,06/15/16 20:00:21,989,HLT_PFJet200_v5,0.000611337,0.000584763
275282:5024,06/17/16 00:05:52,91,HLT_PFJet200_v5,0.000051722,0.000048380
275283:5024,06/17/16 00:43:11,132,HLT_PFJet200_v5,0.000084157,0.000080136
275284:5024,06/17/16 01:36:53,74,HLT_PFJet200_v5,0.000046180,0.000044461
275290:5024,06/17/16 03:58:56,48,HLT_PFJet200_v5,0.000027496,0.000009570
275291:5024,06/17/16 04:28:35,352,HLT_PFJet200_v5,0.000209525,0.000199012
275292:5024,06/17/16 06:46:47,121,HLT_PFJet200_v5,0.000082240,0.000078383
275293:5024,06/17/16 07:37:27,200,HLT_PFJet200_v5,0.000130099,0.000125690
275309:5026,06/17/16 13:48:15,570,HLT_PFJet200_v5,0.000362383,0.000344229
275310:5026,06/17/16 17:32:53,1935,HLT_PFJet200_v5,0.001158701,0.001119642
275311:5026,06/18/16 06:07:07,1253,HLT_PFJet200_v5,0.000790369,0.000771536
275319:5027,06/18/16 18:56:15,146,HLT_PFJet200_v5,0.000080442,0.000073634
275337:5027,06/18/16 21:26:04,430,HLT_PFJet200_v5,0.000258306,0.000246390
275338:5027,06/19/16 00:15:37,520,HLT_PFJet200_v5,0.000334475,0.000323607
275344:5028,06/19/16 08:18:25,287,HLT_PFJet200_v5,0.000160609,0.000150967
275345:5028,06/19/16 10:12:11,353,HLT_PFJet200_v5,0.000223758,0.000213969
275370:5029,06/19/16 16:19:29,291,HLT_PFJet200_v5,0.000166429,0.000155035
275371:5029,06/19/16 18:16:49,569,HLT_PFJet200_v5,0.000353892,0.000336125
275375:5030,06/20/16 02:17:12,1327,HLT_PFJet200_v5,0.000815687,0.000782548
275376:5030,06/20/16 10:55:04,3096,HLT_PFJet200_v5,0.001924699,0.001875278
275657:5038,06/24/16 03:32:32,109,HLT_PFJet200_v5,0.000058360,0.000051223
275658:5038,06/24/16 04:16:07,344,HLT_PFJet200_v5,0.000195061,0.000180767
275659:5038,06/24/16 06:31:38,17,HLT_PFJet200_v5,0.000009114,0.000008803
275761:5043,06/25/16 04:24:16,11,HLT_PFJet200_v5,0.000005866,0.000004205
275767:5043,06/25/16 05:31:36,8,HLT_PFJet200_v5,0.000038359,0.000016954
275772:5043,06/25/16 06:28:17,61,HLT_PFJet200_v5,0.000035184,0.000031104
275773:5043,06/25/16 06:53:33,12,HLT_PFJet200_v5,0.000054512,0.000028418
275774:5043,06/25/16 07:01:55,316,HLT_PFJet200_v5,0.000184513,0.000173714
275776:5043,06/25/16 09:11:23,143,HLT_PFJet200_v5,0.000090213,0.000083882
275777:5043,06/25/16 10:12:24,304,HLT_PFJet200_v5,0.000182258,0.000172794
275778:5043,06/25/16 12:13:15,319,HLT_PFJet200_v5,0.000178587,0.000164865
275782:5043,06/25/16 14:44:49,761,HLT_PFJet200_v5,0.000520620,0.000501134
275832:5045,06/26/16 17:18:04,371,HLT_PFJet200_v5,0.000214559,0.000199082
275833:5045,06/26/16 19:45:07,251,HLT_PFJet200_v5,0.000146214,0.000139278
275834:5045,06/26/16 21:26:02,297,HLT_PFJet200_v5,0.000175916,0.000169167
275835:5045,06/26/16 23:24:23,13,HLT_PFJet200_v5,0.000008191,0.000007463
275836:5045,06/26/16 23:32:00,1284,HLT_PFJet200_v5,0.000804890,0.000762702
275837:5045,06/27/16 07:59:11,715,HLT_PFJet200_v5,0.000433959,0.000420878
275847:5045,06/27/16 13:59:22,2263,HLT_PFJet200_v5,0.001319258,0.001288052
275886:5048,06/28/16 08:39:25,40,HLT_PFJet200_v5,0.000022011,0.000019159
275890:5048,06/28/16 09:27:45,1393,HLT_PFJet200_v5,0.000823890,0.000791070
275911:5052,06/29/16 01:49:35,381,HLT_PFJet200_v5,0.000212761,0.000201502
275912:5052,06/29/16 04:21:23,297,HLT_PFJet200_v5,0.000170838,0.000159237
275913:5052,06/29/16 06:19:55,480,HLT_PFJet200_v5,0.000293729,0.000276385
275918:5052,06/29/16 09:29:20,332,HLT_PFJet200_v5,0.000185602,0.000179225
275920:5052,06/29/16 11:54:52,472,HLT_PFJet200_v5,0.000328383,0.000307574
275921:5052,06/29/16 14:59:30,27,HLT_PFJet200_v5,0.000018207,0.000013589
275923:5052,06/29/16 15:16:55,127,HLT_PFJet200_v5,0.000083955,0.000080232
275931:5052,06/29/16 16:34:22,89,HLT_PFJet200_v5,0.000056650,0.000055050
275963:5056,06/30/16 01:02:54,90,HLT_PFJet200_v5,0.000052167,0.000049424
276092:5060,07/01/16 02:14:32,80,HLT_PFJet200_v5,0.000042129,0.000037320
276097:5060,07/01/16 03:07:31,507,HLT_PFJet200_v5,0.000300539,0.000288389
276242:5069,07/02/16 14:05:34,1649,HLT_PFJet200_v5,0.001029635,0.000976834
276243:5069,07/03/16 00:56:20,625,HLT_PFJet200_v5,0.000427341,0.000392614
276244:5069,07/03/16 05:03:30,1202,HLT_PFJet200_v5,0.000694188,0.000668183
276282:5071,07/03/16 18:15:01,1069,HLT_PFJet200_v5,0.000634609,0.000606737
276283:5071,07/04/16 01:13:27,1087,HLT_PFJet200_v5,0.000693709,0.000666142
276315:5072,07/04/16 11:19:05,180,HLT_PFJet200_v5,0.000102301,0.000094676
276317:5072,07/04/16 12:32:52,140,HLT_PFJet200_v5,0.000084517,0.000079144
276318:5072,07/04/16 13:29:46,574,HLT_PFJet200_v5,0.000332815,0.000316656
276355:5073,07/04/16 21:39:48,33,HLT_PFJet200_v5,0.000016355,0.000015678
276361:5073,07/04/16 22:36:15,831,HLT_PFJet200_v5,0.000511245,0.000487359
276363:5073,07/05/16 04:07:36,1480,HLT_PFJet200_v5,0.000974195,0.000929478
276384:5073,07/05/16 13:46:43,1117,HLT_PFJet200_v5,0.000631460,0.000612818
276437:5076,07/06/16 02:58:47,2125,HLT_PFJet200_v5,0.001296330,0.001247136
276454:5076,07/06/16 18:08:15,527,HLT_PFJet200_v5,0.000329840,0.000320302
276458:5076,07/07/16 02:00:22,341,HLT_PFJet200_v5,0.000193401,0.000188956
276495:5078,07/07/16 11:20:57,187,HLT_PFJet200_v5,0.000103595,0.000096220
276501:5078,07/07/16 12:46:30,2550,HLT_PFJet200_v5,0.001514729,0.001455896
276502:5078,07/08/16 05:20:54,741,HLT_PFJet200_v5,0.000444901,0.000430893
276525:5080,07/08/16 14:14:55,2793,HLT_PFJet200_v5,0.001700384,0.001640757
276527:5080,07/09/16 08:34:41,214,HLT_PFJet200_v5,0.000116858,0.000113219
276528:5080,07/09/16 10:00:39,394,HLT_PFJet200_v5,0.000214619,0.000207531
276542:5083,07/09/16 16:32:22,784,HLT_PFJet200_v5,0.000444494,0.000422640
276543:5083,07/09/16 21:39:40,959,HLT_PFJet200_v5,0.000562319,0.000534932
276544:5083,07/10/16 03:53:24,161,HLT_PFJet200_v5,0.000116284,0.000110986
276545:5083,07/10/16 04:59:01,207,HLT_PFJet200_v5,0.000139873,0.000134402
276581:5085,07/10/16 12:24:16,369,HLT_PFJet200_v5,0.000208011,0.000197976
276582:5085,07/10/16 14:52:29,873,HLT_PFJet200_v5,0.000511437,0.000492842
276583:5085,07/10/16 20:34:28,56,HLT_PFJet200_v5,0.000032062,0.000028268
276584:5085,07/10/16 20:59:17,2,HLT_PFJet200_v5,0.000009116,0.000004982
276585:5085,07/10/16 21:31:21,246,HLT_PFJet200_v5,0.000133408,0.000125819
276586:5085,07/10/16 23:10:08,752,HLT_PFJet200_v5,0.000501822,0.000484833
276587:5085,07/11/16 04:13:21,1006,HLT_PFJet200_v5,0.000563212,0.000543039
276653:5091,07/12/16 00:12:31,484,HLT_PFJet200_v5,0.000273762,0.000260807
276655:5091,07/12/16 03:26:27,1105,HLT_PFJet200_v5,0.000677139,0.000633950
276659:5091,07/12/16 10:39:13,251,HLT_PFJet200_v5,0.000165223,0.000151169
276775:5093,07/12/16 21:26:20,1165,HLT_PFJet200_v5,0.000698017,0.000661489
276776:5093,07/13/16 05:02:29,1823,HLT_PFJet200_v5,0.001132609,0.001093754
276794:5093,07/13/16 17:05:19,885,HLT_PFJet200_v5,0.000548070,0.000534239
276807:5095,07/14/16 03:24:10,160,HLT_PFJet200_v5,0.000090618,0.000082515
276808:5095,07/14/16 04:28:59,877,HLT_PFJet200_v5,0.000533206,0.000511463
276810:5095,07/14/16 10:15:44,288,HLT_PFJet200_v5,0.000168977,0.000161314
276811:5095,07/14/16 12:15:34,2563,HLT_PFJet200_v5,0.001605469,0.001555816
276831:5096,07/15/16 07:47:46,2644,HLT_PFJet200_v5,0.001661884,0.001593966
276834:5096,07/16/16 01:42:10,724,HLT_PFJet200_v5,0.000450538,0.000428796
276870:5097,07/16/16 11:02:01,3403,HLT_PFJet200_v5,0.001986365,0.001918756
276935:5101,07/17/16 23:39:55,824,HLT_PFJet200_v5,0.000330154,0.000313251
276940:5102,07/18/16 08:13:36,144,HLT_PFJet200_v5,0.000040489,0.000034040
276946:5102,07/18/16 09:56:36,27,HLT_PFJet200_v5,0.000007537,0.000005188
276947:5102,07/18/16 10:11:19,141,HLT_PFJet200_v5,0.000056893,0.000039256
276948:5102,07/18/16 11:09:47,475,HLT_PFJet200_v5,0.000287969,0.000258497
276950:5102,07/18/16 14:16:45,2353,HLT_PFJet200_v5,0.001484599,0.001423883
277069:5105,07/19/16 17:52:15,311,HLT_PFJet200_v5,0.000088961,0.000084477
277070:5105,07/19/16 19:54:11,1060,HLT_PFJet200_v5,0.000553392,0.000522299
277071:5105,07/20/16 02:48:37,171,HLT_PFJet200_v5,0.000105603,0.000095049
277072:5105,07/20/16 04:01:41,473,HLT_PFJet200_v5,0.000298664,0.000281518
277073:5105,07/20/16 07:09:53,91,HLT_PFJet200_v5,0.000054940,0.000052452
277076:5105,07/20/16 07:55:58,1033,HLT_PFJet200_v5,0.000660651,0.000635269
277087:5105,07/20/16 17:49:22,988,HLT_PFJet200_v5,0.000643965,0.000621858
277094:5106,07/21/16 04:03:56,588,HLT_PFJet200_v5,0.000165637,0.000157411
277096:5106,07/21/16 07:56:14,2086,HLT_PFJet200_v5,0.001283797,0.001233265
277112:5106,07/21/16 21:29:34,155,HLT_PFJet200_v5,0.000072466,0.000069570
277126:5107,07/22/16 01:36:48,18,HLT_PFJet200_v5,0.000005015,0.000002211
277127:5107,07/22/16 01:46:10,901,HLT_PFJet200_v5,0.000437741,0.000420820
277148:5108,07/22/16 10:31:04,628,HLT_PFJet200_v5,0.000286524,0.000268044
277166:5109,07/22/16 18:10:23,355,HLT_PFJet200_v5,0.000179480,0.000170805
277168:5109,07/22/16 20:34:53,2223,HLT_PFJet200_v5,0.001393359,0.001342906
277180:5110,07/23/16 13:37:57,141,HLT_PFJet200_v5,0.000040430,0.000037537
277194:5111,07/23/16 18:25:08,1954,HLT_PFJet200_v5,0.001001197,0.000942969
277305:5116,07/25/16 01:23:14,683,HLT_PFJet200_v5,0.000216789,0.000204914
277420:5117,07/25/16 19:44:15,263,HLT_PFJet200_v5,0.000077117,0.000071962
277981:5151,08/01/16 11:52:59,76,HLT_PFJet200_v5,0.000034610,0.000032154
277991:5151,08/01/16 15:43:56,90,HLT_PFJet200_v5,0.000060759,0.000054624
277992:5151,08/01/16 16:22:25,311,HLT_PFJet200_v5,0.000217906,0.000207067
278017:5154,08/01/16 23:26:43,517,HLT_PFJet200_v5,0.000137408,0.000128252
278018:5154,08/02/16 02:52:01,1158,HLT_PFJet200_v5,0.000649596,0.000617728
278167:5161,08/03/16 18:39:02,2171,HLT_PFJet200_v5,0.001363027,0.001305496
278175:5161,08/04/16 08:44:58,88,HLT_PFJet200_v5,0.000050544,0.000049280
278193:5162,08/04/16 12:31:44,155,HLT_PFJet200_v5,0.000044551,0.000042408
278239:5163,08/04/16 23:23:01,676,HLT_PFJet200_v5,0.000313552,0.000288894
278240:5163,08/05/16 03:46:54,1303,HLT_PFJet200_v5,0.000841623,0.000805861
278273:5169,08/05/16 17:37:20,40,HLT_PFJet200_v6,0.000009937,0.000007222
278274:5169,08/05/16 17:55:42,85,HLT_PFJet200_v6,0.000024790,0.000022830
278288:5170,08/05/16 21:11:12,15,HLT_PFJet200_v6,0.000004203,0.000003205
278289:5170,08/05/16 21:18:02,54,HLT_PFJet200_v6,0.000015113,0.000011977
278290:5170,08/05/16 21:42:34,11,HLT_PFJet200_v6,0.000003313,0.000003069
278308:5173,08/06/16 13:00:39,1750,HLT_PFJet200_v6,0.000480739,0.000456204
278310:5173,08/07/16 00:47:36,709,HLT_PFJet200_v6,0.000173238,0.000167472
278315:5179,08/07/16 10:56:52,693,HLT_PFJet200_v6,0.000205776,0.000189634
278345:5181,08/08/16 00:13:39,748,HLT_PFJet200_v6,0.000216107,0.000198419
278346:5181,08/08/16 05:08:15,141,HLT_PFJet200_v6,0.000045179,0.000037226
278349:5181,08/08/16 06:27:06,617,HLT_PFJet200_v6,0.000201889,0.000191292
278366:5181,08/08/16 10:36:47,453,HLT_PFJet200_v6,0.000155389,0.000149914
278406:5183,08/08/16 17:15:50,1597,HLT_PFJet200_v6,0.000473647,0.000450651
278509:5187,08/09/16 18:29:15,1467,HLT_PFJet200_v6,0.000433793,0.000404504
278769:5197,08/13/16 06:38:56,31,HLT_PFJet200_v6,0.000007763,0.000006943
278770:5197,08/13/16 06:54:00,767,HLT_PFJet200_v6,0.000209666,0.000200912
278801:5198,08/13/16 14:43:37,42,HLT_PFJet200_v6,0.000010759,0.000007517
278802:5198,08/13/16 15:01:05,17,HLT_PFJet200_v6,0.000003882,0.000001643
278803:5198,08/13/16 15:10:53,323,HLT_PFJet200_v6,0.000083897,0.000076650
278804:5198,08/13/16 17:20:06,5,HLT_PFJet200_v6,0.000011507,0.000007551
278805:5198,08/13/16 17:23:10,285,HLT_PFJet200_v6,0.000075395,0.000068120
278808:5198,08/13/16 19:25:19,1791,HLT_PFJet200_v6,0.000557181,0.000536617
278820:5199,08/14/16 11:00:51,1524,HLT_PFJet200_v6,0.000444343,0.000425167
278822:5199,08/14/16 21:52:47,1627,HLT_PFJet200_v6,0.000526810,0.000510382
278873:5205,08/15/16 23:25:45,60,HLT_PFJet200_v6,0.000016249,0.000003004
278874:5205,08/15/16 23:51:53,484,HLT_PFJet200_v6,0.000138020,0.000127638
278875:5205,08/16/16 03:01:20,834,HLT_PFJet200_v6,0.000251330,0.000239727
278923:5206,08/16/16 12:16:32,413,HLT_PFJet200_v6,0.000103716,0.000099330
278957:5209,08/16/16 21:31:36,149,HLT_PFJet200_v6,0.000036337,0.000034833
278962:5210,08/17/16 01:08:31,348,HLT_PFJet200_v6,0.000088659,0.000080908
278963:5210,08/17/16 03:24:57,174,HLT_PFJet200_v6,0.000045392,0.000043643
278969:5211,08/17/16 07:16:52,1394,HLT_PFJet200_v6,0.000396123,0.000377111
278975:5211,08/17/16 16:23:16,854,HLT_PFJet200_v6,0.000259288,0.000245730
278976:5211,08/17/16 21:58:16,20,HLT_PFJet200_v6,0.000006696,0.000006445
278986:5213,08/18/16 04:02:59,129,HLT_PFJet200_v6,0.000032415,0.000030391
279024:5219,08/18/16 22:31:53,301,HLT_PFJet200_v6,0.000096999,0.000092250
279029:5219,08/19/16 02:19:40,260,HLT_PFJet200_v6,0.000074910,0.000071208
279071:5222,08/19/16 15:40:07,174,HLT_PFJet200_v6,0.000051706,0.000049701
279080:5223,08/19/16 22:42:50,157,HLT_PFJet200_v6,0.000046386,0.000045034
279115:5229,08/20/16 22:08:09,407,HLT_PFJet200_v6,0.000107387,0.000103434
279116:5229,08/21/16 01:36:03,448,HLT_PFJet200_v6,0.000122866,0.000117866
279479:5247,08/25/16 04:33:24,105,HLT_PFJet200_v6,0.000017702,0.000016778
279588:5251,08/25/16 21:08:11,1160,HLT_PFJet200_v6,0.000330177,0.000318531
279653:5253,08/26/16 14:05:52,188,HLT_PFJet200_v6,0.000045039,0.000041790
279654:5253,08/26/16 15:21:58,1245,HLT_PFJet200_v6,0.000371586,0.000359753
279656:5253,08/26/16 23:49:40,49,HLT_PFJet200_v6,0.000014320,0.000010624
279658:5253,08/27/16 01:35:19,713,HLT_PFJet200_v6,0.000226307,0.000219638
279667:5254,08/27/16 09:08:23,966,HLT_PFJet200_v6,0.000264451,0.000255711
279681:5256,08/27/16 21:57:02,28,HLT_PFJet200_v6,0.000006824,0.000006269
279682:5256,08/27/16 22:11:02,47,HLT_PFJet200_v6,0.000011775,0.000007459
279683:5256,08/27/16 22:32:16,31,HLT_PFJet200_v6,0.000007681,0.000006128
279684:5256,08/27/16 22:46:58,30,HLT_PFJet200_v6,0.000007263,0.000005107
279685:5256,08/27/16 23:07:12,208,HLT_PFJet200_v6,0.000054640,0.000052886
279691:5257,08/28/16 03:41:26,50,HLT_PFJet200_v6,0.000011527,0.000009155
279694:5257,08/28/16 04:03:09,2235,HLT_PFJet200_v6,0.000663506,0.000644663
279715:5258,08/28/16 22:01:34,577,HLT_PFJet200_v6,0.000149563,0.000143497
279716:5258,08/29/16 02:17:06,1638,HLT_PFJet200_v6,0.000506968,0.000493860
279760:5261,08/29/16 20:21:24,658,HLT_PFJet200_v6,0.000169220,0.000162996
279766:5261,08/30/16 01:08:36,1690,HLT_PFJet200_v6,0.000519652,0.000503987
279767:5261,08/30/16 12:08:03,776,HLT_PFJet200_v6,0.000231592,0.000226460
279794:5264,08/30/16 23:41:02,1024,HLT_PFJet200_v6,0.000278184,0.000269938
279823:5265,08/31/16 10:00:39,335,HLT_PFJet200_v6,0.000082441,0.000079951
279841:5266,08/31/16 15:23:17,2040,HLT_PFJet200_v6,0.000584245,0.000566000
279844:5267,09/01/16 07:21:16,224,HLT_PFJet200_v6,0.000056159,0.000053657
279887:5270,09/01/16 23:20:52,319,HLT_PFJet200_v6,0.000078094,0.000074263
279931:5274,09/02/16 11:37:39,2936,HLT_PFJet200_v6,0.000875128,0.000849553
279966:5275,09/03/16 09:20:25,363,HLT_PFJet200_v6,0.000093586,0.000089799
279975:5276,09/03/16 14:45:09,1024,HLT_PFJet200_v6,0.000282744,0.000272730
279993:5277,09/04/16 00:23:27,78,HLT_PFJet200_v6,0.000019678,0.000016951
279994:5277,09/04/16 00:56:48,54,HLT_PFJet200_v6,0.000014052,0.000011597
280013:5277,09/04/16 03:35:47,32,HLT_PFJet200_v6,0.000007227,0.000005426
280015:5277,09/04/16 03:55:19,572,HLT_PFJet200_v6,0.000170901,0.000164605
280016:5277,09/04/16 07:42:16,155,HLT_PFJet200_v6,0.000052697,0.000048858
280017:5277,09/04/16 08:45:47,613,HLT_PFJet200_v6,0.000190048,0.000183188
280018:5277,09/04/16 12:47:05,1282,HLT_PFJet200_v6,0.000495489,0.000481990
280020:5277,09/04/16 21:15:15,45,HLT_PFJet200_v6,0.000017878,0.000017230
280024:5277,09/04/16 21:47:39,427,HLT_PFJet200_v6,0.000159137,0.000156241
280187:5279,09/05/16 20:24:23,60,HLT_PFJet200_v6,0.000014572,0.000012457
280188:5279,09/05/16 20:50:25,250,HLT_PFJet200_v6,0.000063802,0.000059822
280191:5279,09/05/16 22:40:17,906,HLT_PFJet200_v6,0.000274302,0.000261529
280194:5279,09/06/16 05:36:21,238,HLT_PFJet200_v6,0.000068925,0.000066838
280242:5282,09/06/16 15:43:40,628,HLT_PFJet200_v6,0.000166536,0.000159109
280249:5282,09/06/16 19:52:07,1435,HLT_PFJet200_v6,0.000455962,0.000440168
280251:5282,09/07/16 05:14:58,371,HLT_PFJet200_v6,0.000122145,0.000118981
280327:5287,09/08/16 08:23:13,44,HLT_PFJet200_v6,0.000010200,0.000008399
280330:5287,09/08/16 08:46:53,862,HLT_PFJet200_v6,0.000234731,0.000224485
280349:5287,09/08/16 14:27:22,625,HLT_PFJet200_v6,0.000197542,0.000189655
280363:5287,09/08/16 18:47:24,360,HLT_PFJet200_v6,0.000107393,0.000103442
280364:5287,09/08/16 21:09:57,1351,HLT_PFJet200_v6,0.000426473,0.000411191
280383:5288,09/09/16 08:41:13,9,HLT_PFJet200_v6,0.000002342,0.000000239
280384:5288,09/09/16 08:48:48,40,HLT_PFJet200_v6,0.000009626,0.000007446
280385:5288,09/09/16 09:11:36,2019,HLT_PFJet200_v6,0.000584032,0.000561427
