#Data tag : 24v1 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
274422:4988,06/04/16 23:46:51,2207,HLT_PFJet320_v4,0.024923224,0.024193137
274440:4990,06/05/16 19:32:38,406,HLT_PFJet320_v4,0.002252005,0.002138967
274441:4990,06/05/16 22:13:06,437,HLT_PFJet320_v4,0.002478412,0.002356086
274442:4990,06/06/16 01:05:09,752,HLT_PFJet320_v4,0.004918011,0.004757894
274954:5005,06/11/16 09:40:51,21,HLT_PFJet320_v5,0.000204820,0.000162383
274955:5005,06/11/16 09:52:07,91,HLT_PFJet320_v5,0.000842111,0.000803375
274968:5013,06/11/16 22:51:22,1205,HLT_PFJet320_v5,0.009024080,0.008532686
274969:5013,06/12/16 06:41:54,1003,HLT_PFJet320_v5,0.008820725,0.008204439
274970:5013,06/12/16 13:12:54,47,HLT_PFJet320_v5,0.000384207,0.000289120
274971:5013,06/12/16 13:33:30,905,HLT_PFJet320_v5,0.006773020,0.006563953
274998:5017,06/13/16 04:19:30,725,HLT_PFJet320_v5,0.005794517,0.005434602
274999:5017,06/13/16 09:04:45,1252,HLT_PFJet320_v5,0.010799007,0.010339834
275000:5017,06/13/16 17:15:35,140,HLT_PFJet320_v5,0.001130500,0.001063179
275001:5017,06/13/16 18:12:42,2057,HLT_PFJet320_v5,0.015090346,0.014702021
275059:5020,06/14/16 16:49:52,42,HLT_PFJet320_v5,0.000274369,0.000214535
275066:5020,06/14/16 17:45:35,105,HLT_PFJet320_v5,0.001009353,0.000878839
275067:5020,06/14/16 18:28:40,396,HLT_PFJet320_v5,0.003574240,0.003410496
275068:5020,06/14/16 21:05:49,921,HLT_PFJet320_v5,0.007403420,0.007058034
275073:5020,06/15/16 03:32:47,519,HLT_PFJet320_v5,0.004738269,0.004554092
275074:5020,06/15/16 06:56:59,647,HLT_PFJet320_v5,0.005260641,0.005088943
275124:5021,06/15/16 17:50:26,328,HLT_PFJet320_v5,0.002851925,0.002698748
275125:5021,06/15/16 20:00:21,989,HLT_PFJet320_v5,0.008151154,0.007796834
275282:5024,06/17/16 00:05:52,91,HLT_PFJet320_v5,0.000706664,0.000661198
275283:5024,06/17/16 00:43:11,132,HLT_PFJet320_v5,0.001122099,0.001068475
275284:5024,06/17/16 01:36:53,74,HLT_PFJet320_v5,0.000615729,0.000592812
275290:5024,06/17/16 03:58:56,48,HLT_PFJet320_v5,0.000366617,0.000127600
275291:5024,06/17/16 04:28:35,352,HLT_PFJet320_v5,0.002793672,0.002653494
275292:5024,06/17/16 06:46:47,121,HLT_PFJet320_v5,0.001096539,0.001045106
275293:5024,06/17/16 07:37:27,200,HLT_PFJet320_v5,0.001734651,0.001675864
275309:5026,06/17/16 13:48:15,570,HLT_PFJet320_v5,0.004831773,0.004589716
275310:5026,06/17/16 17:32:53,1935,HLT_PFJet320_v5,0.015444596,0.014928559
275311:5026,06/18/16 06:07:07,1253,HLT_PFJet320_v5,0.009220971,0.009001254
275319:5027,06/18/16 18:56:15,146,HLT_PFJet320_v5,0.001122624,0.001029771
275337:5027,06/18/16 21:26:04,430,HLT_PFJet320_v5,0.003444083,0.003285203
275338:5027,06/19/16 00:15:37,520,HLT_PFJet320_v5,0.004459664,0.004314757
275344:5028,06/19/16 08:18:25,287,HLT_PFJet320_v5,0.002248060,0.002113502
275345:5028,06/19/16 10:12:11,353,HLT_PFJet320_v5,0.002983440,0.002852916
275370:5029,06/19/16 16:19:29,291,HLT_PFJet320_v5,0.002330009,0.002170483
275371:5029,06/19/16 18:16:49,569,HLT_PFJet320_v5,0.004731599,0.004491976
275375:5030,06/20/16 02:17:12,1327,HLT_PFJet320_v5,0.010919434,0.010475610
275376:5030,06/20/16 10:55:04,3096,HLT_PFJet320_v5,0.024550699,0.023916531
275657:5038,06/24/16 03:32:32,109,HLT_PFJet320_v5,0.000803527,0.000704285
275658:5038,06/24/16 04:16:07,344,HLT_PFJet320_v5,0.002721534,0.002523133
275659:5038,06/24/16 06:31:38,17,HLT_PFJet320_v5,0.000127598,0.000123249
275761:5043,06/25/16 04:24:16,11,HLT_PFJet320_v5,0.000078217,0.000056061
275767:5043,06/25/16 05:31:36,8,HLT_PFJet320_v5,0.001611087,0.000712075
275772:5043,06/25/16 06:28:17,61,HLT_PFJet320_v5,0.000492574,0.000435461
275773:5043,06/25/16 06:53:33,12,HLT_PFJet320_v5,0.002289508,0.001193548
275774:5043,06/25/16 07:01:55,316,HLT_PFJet320_v5,0.002546268,0.002399240
275776:5043,06/25/16 09:11:23,143,HLT_PFJet320_v5,0.001202835,0.001118432
275777:5043,06/25/16 10:12:24,304,HLT_PFJet320_v5,0.002430111,0.002303914
275778:5043,06/25/16 12:13:15,319,HLT_PFJet320_v5,0.002381159,0.002198202
275782:5043,06/25/16 14:44:49,761,HLT_PFJet320_v5,0.006941606,0.006681783
275832:5045,06/26/16 17:18:04,371,HLT_PFJet320_v5,0.002930741,0.002719294
275833:5045,06/26/16 19:45:07,251,HLT_PFJet320_v5,0.002046998,0.001949889
275834:5045,06/26/16 21:26:02,297,HLT_PFJet320_v5,0.002408099,0.002316182
275835:5045,06/26/16 23:24:23,13,HLT_PFJet320_v5,0.000109213,0.000099513
275836:5045,06/26/16 23:32:00,1284,HLT_PFJet320_v5,0.010731865,0.010169354
275837:5045,06/27/16 07:59:11,715,HLT_PFJet320_v5,0.005786123,0.005611711
275847:5045,06/27/16 13:59:22,2263,HLT_PFJet320_v5,0.015968450,0.015589520
275886:5048,06/28/16 08:39:25,40,HLT_PFJet320_v5,0.000293485,0.000255451
275890:5048,06/28/16 09:27:45,1393,HLT_PFJet320_v5,0.011179078,0.010733980
275911:5052,06/29/16 01:49:35,381,HLT_PFJet320_v5,0.002910523,0.002755830
275912:5052,06/29/16 04:21:23,297,HLT_PFJet320_v5,0.002375777,0.002217638
275913:5052,06/29/16 06:19:55,480,HLT_PFJet320_v5,0.003916383,0.003685139
275918:5052,06/29/16 09:29:20,332,HLT_PFJet320_v5,0.002474694,0.002389673
275920:5052,06/29/16 11:54:52,472,HLT_PFJet320_v5,0.004378436,0.004100990
275921:5052,06/29/16 14:59:30,27,HLT_PFJet320_v5,0.000242755,0.000181183
275923:5052,06/29/16 15:16:55,127,HLT_PFJet320_v5,0.001119401,0.001069766
275931:5052,06/29/16 16:34:22,89,HLT_PFJet320_v5,0.000755327,0.000733996
275963:5056,06/30/16 01:02:54,90,HLT_PFJet320_v5,0.000695557,0.000658992
276092:5060,07/01/16 02:14:32,80,HLT_PFJet320_v5,0.000561723,0.000497594
276097:5060,07/01/16 03:07:31,507,HLT_PFJet320_v5,0.004169012,0.004000411
276242:5069,07/02/16 14:05:34,1649,HLT_PFJet320_v5,0.013898968,0.013188809
276243:5069,07/03/16 00:56:20,625,HLT_PFJet320_v5,0.005697883,0.005234851
276244:5069,07/03/16 05:03:30,1202,HLT_PFJet320_v5,0.009255835,0.008909101
276282:5071,07/03/16 18:15:01,1069,HLT_PFJet320_v5,0.008699018,0.008318028
276283:5071,07/04/16 01:13:27,1087,HLT_PFJet320_v5,0.009249456,0.008881896
276315:5072,07/04/16 11:19:05,180,HLT_PFJet320_v5,0.001403154,0.001298360
276317:5072,07/04/16 12:32:52,140,HLT_PFJet320_v5,0.001183232,0.001108022
276318:5072,07/04/16 13:29:46,574,HLT_PFJet320_v5,0.004565222,0.004344838
276355:5073,07/04/16 21:39:48,33,HLT_PFJet320_v5,0.000218062,0.000209035
276361:5073,07/04/16 22:36:15,831,HLT_PFJet320_v5,0.006996033,0.006671360
276363:5073,07/05/16 04:07:36,1480,HLT_PFJet320_v5,0.012989263,0.012393036
276384:5073,07/05/16 13:46:43,1117,HLT_PFJet320_v5,0.008419464,0.008170910
276437:5076,07/06/16 02:58:47,2125,HLT_PFJet320_v5,0.017493664,0.016830458
276454:5076,07/06/16 18:08:15,527,HLT_PFJet320_v5,0.004397872,0.004270690
276458:5076,07/07/16 02:00:22,341,HLT_PFJet320_v5,0.002455287,0.002398898
276495:5078,07/07/16 11:20:57,187,HLT_PFJet320_v5,0.001381273,0.001282934
276501:5078,07/07/16 12:46:30,2550,HLT_PFJet320_v5,0.020364796,0.019574194
276502:5078,07/08/16 05:20:54,741,HLT_PFJet320_v5,0.005932009,0.005745234
276525:5080,07/08/16 14:14:55,2793,HLT_PFJet320_v5,0.022872260,0.022070254
276527:5080,07/09/16 08:34:41,214,HLT_PFJet320_v5,0.001558109,0.001509581
276528:5080,07/09/16 10:00:39,394,HLT_PFJet320_v5,0.002781821,0.002689202
276542:5083,07/09/16 16:32:22,784,HLT_PFJet320_v5,0.006134909,0.005832674
276543:5083,07/09/16 21:39:40,959,HLT_PFJet320_v5,0.007507716,0.007142257
276544:5083,07/10/16 03:53:24,161,HLT_PFJet320_v5,0.001550455,0.001479813
276545:5083,07/10/16 04:59:01,207,HLT_PFJet320_v5,0.001864970,0.001792027
276581:5085,07/10/16 12:24:16,369,HLT_PFJet320_v5,0.002821606,0.002684713
276582:5085,07/10/16 14:52:29,873,HLT_PFJet320_v5,0.006985658,0.006732161
276583:5085,07/10/16 20:34:28,56,HLT_PFJet320_v5,0.000427487,0.000376908
276584:5085,07/10/16 20:59:17,2,HLT_PFJet320_v5,0.000319045,0.000174379
276585:5085,07/10/16 21:31:21,246,HLT_PFJet320_v5,0.001778779,0.001677589
276586:5085,07/10/16 23:10:08,752,HLT_PFJet320_v5,0.006690954,0.006464445
276587:5085,07/11/16 04:13:21,1006,HLT_PFJet320_v5,0.007509500,0.007240520
276653:5091,07/12/16 00:12:31,484,HLT_PFJet320_v5,0.003825571,0.003646869
276655:5091,07/12/16 03:26:27,1105,HLT_PFJet320_v5,0.009028520,0.008452669
276659:5091,07/12/16 10:39:13,251,HLT_PFJet320_v5,0.002202979,0.002015587
276775:5093,07/12/16 21:26:20,1165,HLT_PFJet320_v5,0.009540645,0.009044187
276776:5093,07/13/16 05:02:29,1823,HLT_PFJet320_v5,0.015101457,0.014583389
276794:5093,07/13/16 17:05:19,885,HLT_PFJet320_v5,0.006758626,0.006587490
276807:5095,07/14/16 03:24:10,160,HLT_PFJet320_v5,0.001234889,0.001123498
276808:5095,07/14/16 04:28:59,877,HLT_PFJet320_v5,0.007310520,0.007013089
276810:5095,07/14/16 10:15:44,288,HLT_PFJet320_v5,0.002253032,0.002150852
276811:5095,07/14/16 12:15:34,2563,HLT_PFJet320_v5,0.020950556,0.020300393
276831:5096,07/15/16 07:47:46,2644,HLT_PFJet320_v5,0.022373041,0.021459357
276834:5096,07/16/16 01:42:10,724,HLT_PFJet320_v5,0.005632605,0.005368896
276870:5097,07/16/16 11:02:01,3403,HLT_PFJet320_v5,0.028260776,0.027274287
276935:5101,07/17/16 23:39:55,824,HLT_PFJet320_v5,0.006363360,0.006031415
276940:5102,07/18/16 08:13:36,144,HLT_PFJet320_v5,0.001069699,0.000898069
276946:5102,07/18/16 09:56:36,27,HLT_PFJet320_v5,0.000199033,0.000136913
276947:5102,07/18/16 10:11:19,141,HLT_PFJet320_v5,0.001135887,0.000868518
276948:5102,07/18/16 11:09:47,475,HLT_PFJet320_v5,0.004031565,0.003618954
276950:5102,07/18/16 14:16:45,2353,HLT_PFJet320_v5,0.019810017,0.018995947
277069:5105,07/19/16 17:52:15,311,HLT_PFJet320_v5,0.002290589,0.002174976
277070:5105,07/19/16 19:54:11,1060,HLT_PFJet320_v5,0.008791682,0.008314777
277071:5105,07/20/16 02:48:37,171,HLT_PFJet320_v5,0.001408047,0.001267324
277072:5105,07/20/16 04:01:41,473,HLT_PFJet320_v5,0.003982183,0.003753569
277073:5105,07/20/16 07:09:53,91,HLT_PFJet320_v5,0.000770293,0.000736283
277076:5105,07/20/16 07:55:58,1033,HLT_PFJet320_v5,0.008808685,0.008470252
277087:5105,07/20/16 17:49:22,988,HLT_PFJet320_v5,0.007512924,0.007255007
277094:5106,07/21/16 04:03:56,588,HLT_PFJet320_v5,0.004351075,0.004134307
277096:5106,07/21/16 07:56:14,2086,HLT_PFJet320_v5,0.017356037,0.016673584
277112:5106,07/21/16 21:29:34,155,HLT_PFJet320_v5,0.001023950,0.000984317
277126:5107,07/22/16 01:36:48,18,HLT_PFJet320_v5,0.000128956,0.000056856
277127:5107,07/22/16 01:46:10,901,HLT_PFJet320_v5,0.007413169,0.007126236
277148:5108,07/22/16 10:31:04,628,HLT_PFJet320_v5,0.005145630,0.004831354
277166:5109,07/22/16 18:10:23,355,HLT_PFJet320_v5,0.002893924,0.002746854
277168:5109,07/22/16 20:34:53,2223,HLT_PFJet320_v5,0.018698685,0.018020350
277180:5110,07/23/16 13:37:57,141,HLT_PFJet320_v5,0.001065354,0.000988612
277194:5111,07/23/16 18:25:08,1954,HLT_PFJet320_v5,0.015830477,0.014918482
277305:5116,07/25/16 01:23:14,683,HLT_PFJet320_v5,0.005241283,0.004962589
277420:5117,07/25/16 19:44:15,263,HLT_PFJet320_v5,0.002015625,0.001880648
277981:5151,08/01/16 11:52:59,76,HLT_PFJet320_v5,0.000404566,0.000375202
277991:5151,08/01/16 15:43:56,90,HLT_PFJet320_v5,0.000814505,0.000732143
277992:5151,08/01/16 16:22:25,311,HLT_PFJet320_v5,0.002905408,0.002760898
278017:5154,08/01/16 23:26:43,517,HLT_PFJet320_v5,0.003686227,0.003440715
278018:5154,08/02/16 02:52:01,1158,HLT_PFJet320_v5,0.009600735,0.009129054
278167:5161,08/03/16 18:39:02,2171,HLT_PFJet320_v5,0.018307329,0.017533454
278175:5161,08/04/16 08:44:58,88,HLT_PFJet320_v5,0.000649573,0.000633330
278193:5162,08/04/16 12:31:44,155,HLT_PFJet320_v5,0.001177438,0.001120927
278239:5163,08/04/16 23:23:01,676,HLT_PFJet320_v5,0.005487776,0.005065984
278240:5163,08/05/16 03:46:54,1303,HLT_PFJet320_v5,0.011245811,0.010767954
278273:5169,08/05/16 17:37:20,40,HLT_PFJet320_v7,0.000262241,0.000190775
278274:5169,08/05/16 17:55:42,85,HLT_PFJet320_v7,0.000659409,0.000607269
278288:5170,08/05/16 21:11:12,15,HLT_PFJet320_v7,0.000111210,0.000084772
278289:5170,08/05/16 21:18:02,54,HLT_PFJet320_v7,0.000402005,0.000318577
278290:5170,08/05/16 21:42:34,11,HLT_PFJet320_v7,0.000088125,0.000081626
278308:5173,08/06/16 13:00:39,1750,HLT_PFJet320_v7,0.012495429,0.011855716
278310:5173,08/07/16 00:47:36,709,HLT_PFJet320_v7,0.004463189,0.004314716
278315:5179,08/07/16 10:56:52,693,HLT_PFJet320_v7,0.005334999,0.004915269
278345:5181,08/08/16 00:13:39,748,HLT_PFJet320_v7,0.005618061,0.005158147
278346:5181,08/08/16 05:08:15,141,HLT_PFJet320_v7,0.001154285,0.000950155
278349:5181,08/08/16 06:27:06,617,HLT_PFJet320_v7,0.005248444,0.004970949
278366:5181,08/08/16 10:36:47,453,HLT_PFJet320_v7,0.004143716,0.003997695
278406:5183,08/08/16 17:15:50,1597,HLT_PFJet320_v7,0.012208106,0.011614683
278509:5187,08/09/16 18:29:15,1467,HLT_PFJet320_v7,0.011180283,0.010425971
278769:5197,08/13/16 06:38:56,31,HLT_PFJet320_v7,0.000203787,0.000182257
278770:5197,08/13/16 06:54:00,767,HLT_PFJet320_v7,0.005437944,0.005210887
278801:5198,08/13/16 14:43:37,42,HLT_PFJet320_v7,0.000282412,0.000197333
278802:5198,08/13/16 15:01:05,17,HLT_PFJet320_v7,0.000101898,0.000043132
278803:5198,08/13/16 15:10:53,323,HLT_PFJet320_v7,0.002171224,0.001983504
278804:5198,08/13/16 17:20:06,5,HLT_PFJet320_v7,0.001150750,0.000755143
278805:5198,08/13/16 17:23:10,285,HLT_PFJet320_v7,0.001985237,0.001793973
278808:5198,08/13/16 19:25:19,1791,HLT_PFJet320_v7,0.014480967,0.013947101
278820:5199,08/14/16 11:00:51,1524,HLT_PFJet320_v7,0.011471048,0.010976296
278822:5199,08/14/16 21:52:47,1627,HLT_PFJet320_v7,0.013966538,0.013530873
278873:5205,08/15/16 23:25:45,60,HLT_PFJet320_v7,0.000420632,0.000077380
278874:5205,08/15/16 23:51:53,484,HLT_PFJet320_v7,0.003563161,0.003295979
278875:5205,08/16/16 03:01:20,834,HLT_PFJet320_v7,0.006559049,0.006255852
278923:5206,08/16/16 12:16:32,413,HLT_PFJet320_v7,0.002705269,0.002590794
278957:5209,08/16/16 21:31:36,149,HLT_PFJet320_v7,0.000953850,0.000914357
278962:5210,08/17/16 01:08:31,348,HLT_PFJet320_v7,0.002295777,0.002094762
278963:5210,08/17/16 03:24:57,174,HLT_PFJet320_v7,0.001183774,0.001138215
278969:5211,08/17/16 07:16:52,1394,HLT_PFJet320_v7,0.010257253,0.009765242
278975:5211,08/17/16 16:23:16,854,HLT_PFJet320_v7,0.006751528,0.006397622
278976:5211,08/17/16 21:58:16,20,HLT_PFJet320_v7,0.000178564,0.000171857
278986:5213,08/18/16 04:02:59,129,HLT_PFJet320_v7,0.000850899,0.000797767
279024:5219,08/18/16 22:31:53,301,HLT_PFJet320_v7,0.002494630,0.002372434
279029:5219,08/19/16 02:19:40,260,HLT_PFJet320_v7,0.001926245,0.001831054
279071:5222,08/19/16 15:40:07,174,HLT_PFJet320_v7,0.001358299,0.001305589
279080:5223,08/19/16 22:42:50,157,HLT_PFJet320_v7,0.001140358,0.001106957
279115:5229,08/20/16 22:08:09,407,HLT_PFJet320_v7,0.002792730,0.002689881
279116:5229,08/21/16 01:36:03,448,HLT_PFJet320_v7,0.003206151,0.003075719
279479:5247,08/25/16 04:33:24,105,HLT_PFJet320_v7,0.000440547,0.000417512
279588:5251,08/25/16 21:08:11,1160,HLT_PFJet320_v7,0.008549982,0.008247391
279653:5253,08/26/16 14:05:52,188,HLT_PFJet320_v7,0.001182274,0.001096979
279654:5253,08/26/16 15:21:58,1245,HLT_PFJet320_v7,0.009582026,0.009276326
279656:5253,08/26/16 23:49:40,49,HLT_PFJet320_v7,0.000368224,0.000273181
279658:5253,08/27/16 01:35:19,713,HLT_PFJet320_v7,0.005990543,0.005813655
279667:5254,08/27/16 09:08:23,966,HLT_PFJet320_v7,0.006845669,0.006619097
279681:5256,08/27/16 21:57:02,28,HLT_PFJet320_v7,0.000169288,0.000155258
279682:5256,08/27/16 22:11:02,47,HLT_PFJet320_v7,0.000307169,0.000193928
279683:5256,08/27/16 22:32:16,31,HLT_PFJet320_v7,0.000201614,0.000160859
279684:5256,08/27/16 22:46:58,30,HLT_PFJet320_v7,0.000190654,0.000134058
279685:5256,08/27/16 23:07:12,208,HLT_PFJet320_v7,0.001410012,0.001364752
279691:5257,08/28/16 03:41:26,50,HLT_PFJet320_v7,0.000290558,0.000231652
279694:5257,08/28/16 04:03:09,2235,HLT_PFJet320_v7,0.017213348,0.016724310
279715:5258,08/28/16 22:01:34,577,HLT_PFJet320_v7,0.003900342,0.003741859
279716:5258,08/29/16 02:17:06,1638,HLT_PFJet320_v7,0.013142324,0.012802326
279760:5261,08/29/16 20:21:24,658,HLT_PFJet320_v7,0.004365082,0.004203806
279766:5261,08/30/16 01:08:36,1690,HLT_PFJet320_v7,0.013446483,0.013039367
279767:5261,08/30/16 12:08:03,776,HLT_PFJet320_v7,0.006175791,0.006038927
279794:5264,08/30/16 23:41:02,1024,HLT_PFJet320_v7,0.007197409,0.006983812
279823:5265,08/31/16 10:00:39,335,HLT_PFJet320_v7,0.002159675,0.002094435
279841:5266,08/31/16 15:23:17,2040,HLT_PFJet320_v7,0.015054832,0.014584736
279844:5267,09/01/16 07:21:16,224,HLT_PFJet320_v7,0.001421319,0.001357290
279887:5270,09/01/16 23:20:52,319,HLT_PFJet320_v7,0.002035810,0.001935663
279931:5274,09/02/16 11:37:39,2936,HLT_PFJet320_v7,0.022881018,0.022211953
279966:5275,09/03/16 09:20:25,363,HLT_PFJet320_v7,0.002364443,0.002269471
279975:5276,09/03/16 14:45:09,1024,HLT_PFJet320_v7,0.007272121,0.007015249
279993:5277,09/04/16 00:23:27,78,HLT_PFJet320_v7,0.000484936,0.000417183
279994:5277,09/04/16 00:56:48,54,HLT_PFJet320_v7,0.000344919,0.000284658
280013:5277,09/04/16 03:35:47,32,HLT_PFJet320_v7,0.000189698,0.000142429
280015:5277,09/04/16 03:55:19,572,HLT_PFJet320_v7,0.004424689,0.004260719
280016:5277,09/04/16 07:42:16,155,HLT_PFJet320_v7,0.001355552,0.001256818
280017:5277,09/04/16 08:45:47,613,HLT_PFJet320_v7,0.004886947,0.004710542
280018:5277,09/04/16 12:47:05,1282,HLT_PFJet320_v7,0.012525504,0.012184052
280020:5277,09/04/16 21:15:15,45,HLT_PFJet320_v7,0.000438816,0.000422909
280024:5277,09/04/16 21:47:39,427,HLT_PFJet320_v7,0.003906082,0.003834996
280187:5279,09/05/16 20:24:23,60,HLT_PFJet320_v7,0.000363332,0.000310436
280188:5279,09/05/16 20:50:25,250,HLT_PFJet320_v7,0.001641538,0.001539403
280191:5279,09/05/16 22:40:17,906,HLT_PFJet320_v7,0.007079710,0.006750274
280194:5279,09/06/16 05:36:21,238,HLT_PFJet320_v7,0.001773450,0.001719776
280242:5282,09/06/16 15:43:40,628,HLT_PFJet320_v7,0.004311825,0.004118718
280249:5282,09/06/16 19:52:07,1435,HLT_PFJet320_v7,0.011770953,0.011362500
280251:5282,09/07/16 05:14:58,371,HLT_PFJet320_v7,0.003257203,0.003172833
280327:5287,09/08/16 08:23:13,44,HLT_PFJet320_v7,0.000267747,0.000220481
280330:5287,09/08/16 08:46:53,862,HLT_PFJet320_v7,0.006100709,0.005835523
280349:5287,09/08/16 14:27:22,625,HLT_PFJet320_v7,0.005073638,0.004870921
280363:5287,09/08/16 18:47:24,360,HLT_PFJet320_v7,0.002801311,0.002697734
280364:5287,09/08/16 21:09:57,1351,HLT_PFJet320_v7,0.011240894,0.010836668
280383:5288,09/09/16 08:41:13,9,HLT_PFJet320_v7,0.000059283,0.000006272
280384:5288,09/09/16 08:48:48,40,HLT_PFJet320_v7,0.000247613,0.000190975
280385:5288,09/09/16 09:11:36,2019,HLT_PFJet320_v7,0.015059064,0.014474705
