#Data tag : 24v1 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
274968:5013,06/11/16 22:51:22,1205,HLT_PFJet40_v5,0.000000475,0.000000449
274969:5013,06/12/16 06:41:54,1003,HLT_PFJet40_v5,0.000000487,0.000000453
274970:5013,06/12/16 13:12:54,47,HLT_PFJet40_v5,0.000000021,0.000000016
274971:5013,06/12/16 13:33:30,905,HLT_PFJet40_v5,0.000000376,0.000000365
274998:5017,06/13/16 04:19:30,725,HLT_PFJet40_v5,0.000000300,0.000000282
274999:5017,06/13/16 09:04:45,1252,HLT_PFJet40_v5,0.000000594,0.000000569
275000:5017,06/13/16 17:15:35,140,HLT_PFJet40_v5,0.000000063,0.000000059
275001:5017,06/13/16 18:12:42,2057,HLT_PFJet40_v5,0.000000865,0.000000843
275059:5020,06/14/16 16:49:52,42,HLT_PFJet40_v5,0.000000045,0.000000035
275066:5020,06/14/16 17:45:35,105,HLT_PFJet40_v5,0.000000157,0.000000137
275067:5020,06/14/16 18:28:40,396,HLT_PFJet40_v5,0.000000556,0.000000530
275068:5020,06/14/16 21:05:49,921,HLT_PFJet40_v5,0.000001161,0.000001107
275073:5020,06/15/16 03:32:47,519,HLT_PFJet40_v5,0.000000789,0.000000759
275074:5020,06/15/16 06:56:59,647,HLT_PFJet40_v5,0.000000877,0.000000848
275124:5021,06/15/16 17:50:26,328,HLT_PFJet40_v5,0.000000443,0.000000419
275125:5021,06/15/16 20:00:21,989,HLT_PFJet40_v5,0.000001293,0.000001236
275282:5024,06/17/16 00:05:52,91,HLT_PFJet40_v5,0.000000111,0.000000104
275283:5024,06/17/16 00:43:11,132,HLT_PFJet40_v5,0.000000174,0.000000166
275284:5024,06/17/16 01:36:53,74,HLT_PFJet40_v5,0.000000096,0.000000092
275290:5024,06/17/16 03:58:56,48,HLT_PFJet40_v5,0.000000057,0.000000020
275291:5024,06/17/16 04:28:35,352,HLT_PFJet40_v5,0.000000443,0.000000420
275292:5024,06/17/16 06:46:47,121,HLT_PFJet40_v5,0.000000183,0.000000174
275293:5024,06/17/16 07:37:27,200,HLT_PFJet40_v5,0.000000289,0.000000279
275309:5026,06/17/16 13:48:15,570,HLT_PFJet40_v5,0.000000778,0.000000739
275310:5026,06/17/16 17:32:53,1935,HLT_PFJet40_v5,0.000002575,0.000002488
275311:5026,06/18/16 06:07:07,1253,HLT_PFJet40_v5,0.000001640,0.000001600
275319:5027,06/18/16 18:56:15,146,HLT_PFJet40_v5,0.000000179,0.000000165
275337:5027,06/18/16 21:26:04,430,HLT_PFJet40_v5,0.000000535,0.000000511
275338:5027,06/19/16 00:15:37,520,HLT_PFJet40_v5,0.000000722,0.000000699
275344:5028,06/19/16 08:18:25,287,HLT_PFJet40_v5,0.000000359,0.000000338
275345:5028,06/19/16 10:12:11,353,HLT_PFJet40_v5,0.000000464,0.000000443
275370:5029,06/19/16 16:19:29,291,HLT_PFJet40_v5,0.000000372,0.000000347
275371:5029,06/19/16 18:16:49,569,HLT_PFJet40_v5,0.000000737,0.000000699
275375:5030,06/20/16 02:17:12,1327,HLT_PFJet40_v5,0.000001731,0.000001660
275376:5030,06/20/16 10:55:04,3096,HLT_PFJet40_v5,0.000004171,0.000004064
275657:5038,06/24/16 03:32:32,109,HLT_PFJet40_v5,0.000000130,0.000000114
275658:5038,06/24/16 04:16:07,344,HLT_PFJet40_v5,0.000000434,0.000000403
275659:5038,06/24/16 06:31:38,17,HLT_PFJet40_v5,0.000000020,0.000000020
275761:5043,06/25/16 04:24:16,11,HLT_PFJet40_v5,0.000000013,0.000000009
275767:5043,06/25/16 05:31:36,8,HLT_PFJet40_v5,0.000000107,0.000000047
275772:5043,06/25/16 06:28:17,61,HLT_PFJet40_v5,0.000000079,0.000000070
275773:5043,06/25/16 06:53:33,12,HLT_PFJet40_v5,0.000000153,0.000000080
275774:5043,06/25/16 07:01:55,316,HLT_PFJet40_v5,0.000000404,0.000000381
275776:5043,06/25/16 09:11:23,143,HLT_PFJet40_v5,0.000000187,0.000000174
275777:5043,06/25/16 10:12:24,304,HLT_PFJet40_v5,0.000000378,0.000000358
275778:5043,06/25/16 12:13:15,319,HLT_PFJet40_v5,0.000000370,0.000000342
275782:5043,06/25/16 14:44:49,761,HLT_PFJet40_v5,0.000001157,0.000001114
275832:5045,06/26/16 17:18:04,371,HLT_PFJet40_v5,0.000000478,0.000000444
275833:5045,06/26/16 19:45:07,251,HLT_PFJet40_v5,0.000000327,0.000000312
275834:5045,06/26/16 21:26:02,297,HLT_PFJet40_v5,0.000000380,0.000000366
275835:5045,06/26/16 23:24:23,13,HLT_PFJet40_v5,0.000000017,0.000000015
275836:5045,06/26/16 23:32:00,1284,HLT_PFJet40_v5,0.000001723,0.000001632
275837:5045,06/27/16 07:59:11,715,HLT_PFJet40_v5,0.000000964,0.000000935
275847:5045,06/27/16 13:59:22,2263,HLT_PFJet40_v5,0.000002788,0.000002722
275886:5048,06/28/16 08:39:25,40,HLT_PFJet40_v5,0.000000049,0.000000043
275890:5048,06/28/16 09:27:45,1393,HLT_PFJet40_v5,0.000001756,0.000001686
275911:5052,06/29/16 01:49:35,381,HLT_PFJet40_v5,0.000000474,0.000000449
275912:5052,06/29/16 04:21:23,297,HLT_PFJet40_v5,0.000000378,0.000000353
275913:5052,06/29/16 06:19:55,480,HLT_PFJet40_v5,0.000000609,0.000000573
275918:5052,06/29/16 09:29:20,332,HLT_PFJet40_v5,0.000000385,0.000000371
275920:5052,06/29/16 11:54:52,472,HLT_PFJet40_v5,0.000000729,0.000000683
275921:5052,06/29/16 14:59:30,27,HLT_PFJet40_v5,0.000000040,0.000000030
275923:5052,06/29/16 15:16:55,127,HLT_PFJet40_v5,0.000000187,0.000000178
275931:5052,06/29/16 16:34:22,89,HLT_PFJet40_v5,0.000000126,0.000000122
275963:5056,06/30/16 01:02:54,90,HLT_PFJet40_v5,0.000000116,0.000000110
276092:5060,07/01/16 02:14:32,80,HLT_PFJet40_v5,0.000000094,0.000000083
276097:5060,07/01/16 03:07:31,507,HLT_PFJet40_v5,0.000000672,0.000000644
276242:5069,07/02/16 14:05:34,1649,HLT_PFJet40_v5,0.000002209,0.000002096
276243:5069,07/03/16 00:56:20,625,HLT_PFJet40_v5,0.000000950,0.000000873
276244:5069,07/03/16 05:03:30,1202,HLT_PFJet40_v5,0.000001543,0.000001485
276282:5071,07/03/16 18:15:01,1069,HLT_PFJet40_v6,0.000001398,0.000001337
276283:5071,07/04/16 01:13:27,1087,HLT_PFJet40_v6,0.000001472,0.000001414
276315:5072,07/04/16 11:19:05,180,HLT_PFJet40_v6,0.000000228,0.000000211
276317:5072,07/04/16 12:32:52,140,HLT_PFJet40_v6,0.000000189,0.000000177
276318:5072,07/04/16 13:29:46,574,HLT_PFJet40_v6,0.000000721,0.000000687
276355:5073,07/04/16 21:39:48,33,HLT_PFJet40_v6,0.000000036,0.000000035
276361:5073,07/04/16 22:36:15,831,HLT_PFJet40_v6,0.000001104,0.000001053
276363:5073,07/05/16 04:07:36,1480,HLT_PFJet40_v6,0.000002121,0.000002024
276384:5073,07/05/16 13:46:43,1117,HLT_PFJet40_v6,0.000001403,0.000001362
276437:5076,07/06/16 02:58:47,2125,HLT_PFJet40_v6,0.000002786,0.000002680
276454:5076,07/06/16 18:08:15,527,HLT_PFJet40_v6,0.000000733,0.000000712
276458:5076,07/07/16 02:00:22,341,HLT_PFJet40_v6,0.000000419,0.000000409
276495:5078,07/07/16 11:20:57,187,HLT_PFJet40_v6,0.000000230,0.000000214
276501:5078,07/07/16 12:46:30,2550,HLT_PFJet40_v6,0.000003281,0.000003153
276502:5078,07/08/16 05:20:54,741,HLT_PFJet40_v6,0.000000989,0.000000958
276525:5080,07/08/16 14:14:55,2793,HLT_PFJet40_v6,0.000003708,0.000003577
276527:5080,07/09/16 08:34:41,214,HLT_PFJet40_v6,0.000000260,0.000000252
276528:5080,07/09/16 10:00:39,394,HLT_PFJet40_v6,0.000000470,0.000000454
276542:5083,07/09/16 16:32:22,784,HLT_PFJet40_v6,0.000000992,0.000000944
276543:5083,07/09/16 21:39:40,959,HLT_PFJet40_v6,0.000001170,0.000001113
276544:5083,07/10/16 03:53:24,161,HLT_PFJet40_v6,0.000000258,0.000000247
276545:5083,07/10/16 04:59:01,207,HLT_PFJet40_v6,0.000000311,0.000000299
276581:5085,07/10/16 12:24:16,369,HLT_PFJet40_v6,0.000000463,0.000000441
276582:5085,07/10/16 14:52:29,873,HLT_PFJet40_v6,0.000001101,0.000001061
276583:5085,07/10/16 20:34:28,56,HLT_PFJet40_v6,0.000000066,0.000000059
276584:5085,07/10/16 20:59:17,2,HLT_PFJet40_v6,0.000000021,0.000000012
276585:5085,07/10/16 21:31:21,246,HLT_PFJet40_v6,0.000000276,0.000000261
276586:5085,07/10/16 23:10:08,752,HLT_PFJet40_v6,0.000001113,0.000001076
276587:5085,07/11/16 04:13:21,1006,HLT_PFJet40_v6,0.000001252,0.000001207
276653:5091,07/12/16 00:12:31,484,HLT_PFJet40_v6,0.000000611,0.000000583
276655:5091,07/12/16 03:26:27,1105,HLT_PFJet40_v6,0.000001433,0.000001341
276659:5091,07/12/16 10:39:13,251,HLT_PFJet40_v6,0.000000367,0.000000336
276775:5093,07/12/16 21:26:20,1165,HLT_PFJet40_v6,0.000001512,0.000001433
276776:5093,07/13/16 05:02:29,1823,HLT_PFJet40_v6,0.000002479,0.000002394
276794:5093,07/13/16 17:05:19,885,HLT_PFJet40_v6,0.000001169,0.000001140
276807:5095,07/14/16 03:24:10,160,HLT_PFJet40_v6,0.000000202,0.000000184
276808:5095,07/14/16 04:28:59,877,HLT_PFJet40_v6,0.000001155,0.000001108
276810:5095,07/14/16 10:15:44,288,HLT_PFJet40_v6,0.000000350,0.000000334
276811:5095,07/14/16 12:15:34,2563,HLT_PFJet40_v6,0.000003510,0.000003401
276831:5096,07/15/16 07:47:46,2644,HLT_PFJet40_v6,0.000003624,0.000003477
276834:5096,07/16/16 01:42:10,724,HLT_PFJet40_v6,0.000000968,0.000000922
276870:5097,07/16/16 11:02:01,3403,HLT_PFJet40_v6,0.000004609,0.000004448
276935:5101,07/17/16 23:39:55,824,HLT_PFJet40_v6,0.000001042,0.000000988
276940:5102,07/18/16 08:13:36,144,HLT_PFJet40_v6,0.000000178,0.000000150
276946:5102,07/18/16 09:56:36,27,HLT_PFJet40_v6,0.000000033,0.000000023
276947:5102,07/18/16 10:11:19,141,HLT_PFJet40_v6,0.000000186,0.000000143
276948:5102,07/18/16 11:09:47,475,HLT_PFJet40_v6,0.000000644,0.000000579
276950:5102,07/18/16 14:16:45,2353,HLT_PFJet40_v6,0.000003224,0.000003091
277069:5105,07/19/16 17:52:15,311,HLT_PFJet40_v6,0.000000381,0.000000362
277070:5105,07/19/16 19:54:11,1060,HLT_PFJet40_v6,0.000001412,0.000001336
277071:5105,07/20/16 02:48:37,171,HLT_PFJet40_v6,0.000000219,0.000000197
277072:5105,07/20/16 04:01:41,473,HLT_PFJet40_v6,0.000000638,0.000000600
277073:5105,07/20/16 07:09:53,91,HLT_PFJet40_v6,0.000000128,0.000000123
277076:5105,07/20/16 07:55:58,1033,HLT_PFJet40_v6,0.000001468,0.000001412
277087:5105,07/20/16 17:49:22,988,HLT_PFJet40_v6,0.000001336,0.000001290
277094:5106,07/21/16 04:03:56,588,HLT_PFJet40_v6,0.000000725,0.000000688
277096:5106,07/21/16 07:56:14,2086,HLT_PFJet40_v6,0.000002795,0.000002685
277112:5106,07/21/16 21:29:34,155,HLT_PFJet40_v6,0.000000171,0.000000164
277126:5107,07/22/16 01:36:48,18,HLT_PFJet40_v6,0.000000021,0.000000009
277127:5107,07/22/16 01:46:10,901,HLT_PFJet40_v6,0.000001202,0.000001156
277148:5108,07/22/16 10:31:04,628,HLT_PFJet40_v6,0.000000839,0.000000788
277166:5109,07/22/16 18:10:23,355,HLT_PFJet40_v6,0.000000468,0.000000444
277168:5109,07/22/16 20:34:53,2223,HLT_PFJet40_v6,0.000003040,0.000002930
277180:5110,07/23/16 13:37:57,141,HLT_PFJet40_v6,0.000000177,0.000000165
277194:5111,07/23/16 18:25:08,1954,HLT_PFJet40_v6,0.000002539,0.000002393
277305:5116,07/25/16 01:23:14,683,HLT_PFJet40_v6,0.000000869,0.000000823
277420:5117,07/25/16 19:44:15,263,HLT_PFJet40_v6,0.000000336,0.000000313
277981:5151,08/01/16 11:52:59,76,HLT_PFJet40_v6,0.000000286,0.000000266
277991:5151,08/01/16 15:43:56,90,HLT_PFJet40_v6,0.000000577,0.000000519
277992:5151,08/01/16 16:22:25,311,HLT_PFJet40_v6,0.000002063,0.000001960
278017:5154,08/01/16 23:26:43,517,HLT_PFJet40_v6,0.000000614,0.000000573
278018:5154,08/02/16 02:52:01,1158,HLT_PFJet40_v6,0.000001528,0.000001453
278167:5161,08/03/16 18:39:02,2171,HLT_PFJet40_v6,0.000002974,0.000002848
278175:5161,08/04/16 08:44:58,88,HLT_PFJet40_v6,0.000000115,0.000000112
278193:5162,08/04/16 12:31:44,155,HLT_PFJet40_v6,0.000000196,0.000000187
278239:5163,08/04/16 23:23:01,676,HLT_PFJet40_v6,0.000000893,0.000000825
278240:5163,08/05/16 03:46:54,1303,HLT_PFJet40_v6,0.000001808,0.000001731
278273:5169,08/05/16 17:37:20,40,HLT_PFJet40_v7,0.000000044,0.000000032
278274:5169,08/05/16 17:55:42,85,HLT_PFJet40_v7,0.000000110,0.000000101
278288:5170,08/05/16 21:11:12,15,HLT_PFJet40_v7,0.000000019,0.000000014
278289:5170,08/05/16 21:18:02,54,HLT_PFJet40_v7,0.000000067,0.000000053
278290:5170,08/05/16 21:42:34,11,HLT_PFJet40_v7,0.000000015,0.000000014
278308:5173,08/06/16 13:00:39,1750,HLT_PFJet40_v7,0.000002078,0.000001972
278310:5173,08/07/16 00:47:36,709,HLT_PFJet40_v7,0.000000736,0.000000711
278315:5179,08/07/16 10:56:52,693,HLT_PFJet40_v7,0.000000893,0.000000823
278345:5181,08/08/16 00:13:39,748,HLT_PFJet40_v7,0.000000939,0.000000862
278346:5181,08/08/16 05:08:15,141,HLT_PFJet40_v7,0.000000193,0.000000160
278349:5181,08/08/16 06:27:06,617,HLT_PFJet40_v7,0.000000868,0.000000822
278366:5181,08/08/16 10:36:47,453,HLT_PFJet40_v7,0.000000691,0.000000666
278406:5183,08/08/16 17:15:50,1597,HLT_PFJet40_v7,0.000001995,0.000001898
278509:5187,08/09/16 18:29:15,1467,HLT_PFJet40_v7,0.000001776,0.000001656
278769:5197,08/13/16 06:38:56,31,HLT_PFJet40_v7,0.000000032,0.000000029
278770:5197,08/13/16 06:54:00,767,HLT_PFJet40_v7,0.000000866,0.000000830
278801:5198,08/13/16 14:43:37,42,HLT_PFJet40_v7,0.000000045,0.000000031
278802:5198,08/13/16 15:01:05,17,HLT_PFJet40_v7,0.000000016,0.000000007
278803:5198,08/13/16 15:10:53,323,HLT_PFJet40_v7,0.000000345,0.000000315
278804:5198,08/13/16 17:20:06,5,HLT_PFJet40_v7,0.000000073,0.000000048
278805:5198,08/13/16 17:23:10,285,HLT_PFJet40_v7,0.000000316,0.000000285
278808:5198,08/13/16 19:25:19,1791,HLT_PFJet40_v7,0.000002297,0.000002212
278820:5199,08/14/16 11:00:51,1524,HLT_PFJet40_v7,0.000001798,0.000001721
278822:5199,08/14/16 21:52:47,1627,HLT_PFJet40_v7,0.000002179,0.000002111
278873:5205,08/15/16 23:25:45,60,HLT_PFJet40_v7,0.000000067,0.000000012
278874:5205,08/15/16 23:51:53,484,HLT_PFJet40_v7,0.000000562,0.000000520
278875:5205,08/16/16 03:01:20,834,HLT_PFJet40_v7,0.000001024,0.000000977
278923:5206,08/16/16 12:16:32,413,HLT_PFJet40_v7,0.000000425,0.000000407
278957:5209,08/16/16 21:31:36,149,HLT_PFJet40_v7,0.000000150,0.000000144
278962:5210,08/17/16 01:08:31,348,HLT_PFJet40_v7,0.000000360,0.000000329
278963:5210,08/17/16 03:24:57,174,HLT_PFJet40_v7,0.000000186,0.000000179
278969:5211,08/17/16 07:16:52,1394,HLT_PFJet40_v7,0.000001612,0.000001534
278975:5211,08/17/16 16:23:16,854,HLT_PFJet40_v7,0.000001053,0.000000998
278976:5211,08/17/16 21:58:16,20,HLT_PFJet40_v7,0.000000028,0.000000027
278986:5213,08/18/16 04:02:59,129,HLT_PFJet40_v7,0.000000134,0.000000125
279024:5219,08/18/16 22:31:53,301,HLT_PFJet40_v7,0.000000388,0.000000369
279029:5219,08/19/16 02:19:40,260,HLT_PFJet40_v7,0.000000299,0.000000284
279071:5222,08/19/16 15:40:07,174,HLT_PFJet40_v7,0.000000213,0.000000204
279080:5223,08/19/16 22:42:50,157,HLT_PFJet40_v7,0.000000175,0.000000170
279115:5229,08/20/16 22:08:09,407,HLT_PFJet40_v7,0.000000438,0.000000422
279116:5229,08/21/16 01:36:03,448,HLT_PFJet40_v7,0.000000505,0.000000484
279479:5247,08/25/16 04:33:24,105,HLT_PFJet40_v7,0.000000253,0.000000240
279588:5251,08/25/16 21:08:11,1160,HLT_PFJet40_v7,0.000001343,0.000001295
279653:5253,08/26/16 14:05:52,188,HLT_PFJet40_v7,0.000000186,0.000000172
279654:5253,08/26/16 15:21:58,1245,HLT_PFJet40_v7,0.000001504,0.000001456
279656:5253,08/26/16 23:49:40,49,HLT_PFJet40_v7,0.000000057,0.000000042
279658:5253,08/27/16 01:35:19,713,HLT_PFJet40_v7,0.000000940,0.000000912
279667:5254,08/27/16 09:08:23,966,HLT_PFJet40_v7,0.000001078,0.000001042
279681:5256,08/27/16 21:57:02,28,HLT_PFJet40_v7,0.000000026,0.000000024
279682:5256,08/27/16 22:11:02,47,HLT_PFJet40_v7,0.000000048,0.000000030
279683:5256,08/27/16 22:32:16,31,HLT_PFJet40_v7,0.000000032,0.000000025
279684:5256,08/27/16 22:46:58,30,HLT_PFJet40_v7,0.000000030,0.000000021
279685:5256,08/27/16 23:07:12,208,HLT_PFJet40_v7,0.000000221,0.000000214
279691:5257,08/28/16 03:41:26,50,HLT_PFJet40_v7,0.000000045,0.000000036
279694:5257,08/28/16 04:03:09,2235,HLT_PFJet40_v7,0.000002695,0.000002619
279715:5258,08/28/16 22:01:34,577,HLT_PFJet40_v7,0.000000612,0.000000587
279716:5258,08/29/16 02:17:06,1638,HLT_PFJet40_v7,0.000002058,0.000002004
279760:5261,08/29/16 20:21:24,658,HLT_PFJet40_v7,0.000000682,0.000000657
279766:5261,08/30/16 01:08:36,1690,HLT_PFJet40_v7,0.000002105,0.000002041
279767:5261,08/30/16 12:08:03,776,HLT_PFJet40_v7,0.000000971,0.000000949
279794:5264,08/30/16 23:41:02,1024,HLT_PFJet40_v7,0.000001132,0.000001098
279823:5265,08/31/16 10:00:39,335,HLT_PFJet40_v7,0.000000339,0.000000329
279841:5266,08/31/16 15:23:17,2040,HLT_PFJet40_v7,0.000002356,0.000002282
279844:5267,09/01/16 07:21:16,224,HLT_PFJet40_v7,0.000000220,0.000000211
279887:5270,09/01/16 23:20:52,319,HLT_PFJet40_v7,0.000000320,0.000000304
279931:5274,09/02/16 11:37:39,2936,HLT_PFJet40_v7,0.000003589,0.000003484
279966:5275,09/03/16 09:20:25,363,HLT_PFJet40_v7,0.000000367,0.000000352
279975:5276,09/03/16 14:45:09,1024,HLT_PFJet40_v7,0.000001142,0.000001102
279993:5277,09/04/16 00:23:27,78,HLT_PFJet40_v7,0.000000075,0.000000064
279994:5277,09/04/16 00:56:48,54,HLT_PFJet40_v7,0.000000053,0.000000044
280013:5277,09/04/16 03:35:47,32,HLT_PFJet40_v7,0.000000030,0.000000022
280015:5277,09/04/16 03:55:19,572,HLT_PFJet40_v7,0.000000699,0.000000673
280016:5277,09/04/16 07:42:16,155,HLT_PFJet40_v7,0.000000211,0.000000195
280017:5277,09/04/16 08:45:47,613,HLT_PFJet40_v7,0.000000759,0.000000732
280018:5277,09/04/16 12:47:05,1282,HLT_PFJet40_v7,0.000001941,0.000001888
280020:5277,09/04/16 21:15:15,45,HLT_PFJet40_v7,0.000000067,0.000000065
280024:5277,09/04/16 21:47:39,427,HLT_PFJet40_v7,0.000000600,0.000000590
280187:5279,09/05/16 20:24:23,60,HLT_PFJet40_v7,0.000000056,0.000000048
280188:5279,09/05/16 20:50:25,250,HLT_PFJet40_v7,0.000000256,0.000000240
280191:5279,09/05/16 22:40:17,906,HLT_PFJet40_v7,0.000001114,0.000001062
280194:5279,09/06/16 05:36:21,238,HLT_PFJet40_v7,0.000000276,0.000000267
280242:5282,09/06/16 15:43:40,628,HLT_PFJet40_v7,0.000000675,0.000000645
280249:5282,09/06/16 19:52:07,1435,HLT_PFJet40_v7,0.000001843,0.000001779
280251:5282,09/07/16 05:14:58,371,HLT_PFJet40_v7,0.000000512,0.000000499
280327:5287,09/08/16 08:23:13,44,HLT_PFJet40_v7,0.000000042,0.000000035
280330:5287,09/08/16 08:46:53,862,HLT_PFJet40_v7,0.000000961,0.000000919
280349:5287,09/08/16 14:27:22,625,HLT_PFJet40_v7,0.000000793,0.000000761
280363:5287,09/08/16 18:47:24,360,HLT_PFJet40_v7,0.000000437,0.000000421
280364:5287,09/08/16 21:09:57,1351,HLT_PFJet40_v7,0.000001762,0.000001698
280383:5288,09/09/16 08:41:13,9,HLT_PFJet40_v7,0.000000009,0
280384:5288,09/09/16 08:48:48,40,HLT_PFJet40_v7,0.000000039,0.000000030
280385:5288,09/09/16 09:11:36,2019,HLT_PFJet40_v7,0.000002358,0.000002266
